Tanggal,Provinsi,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
7/3/2021,Nusa Tenggara Barat,412.546,16.067
7/4/2021,Nusa Tenggara Barat,414.129,1.583
7/5/2021,Nusa Tenggara Barat,433.711,19.582
7/6/2021,Nusa Tenggara Barat,448.855,15.144
7/7/2021,Nusa Tenggara Barat,461.581,12.726
7/8/2021,Nusa Tenggara Barat,480.714,19.133
7/9/2021,Nusa Tenggara Barat,491.059,10.345
7/10/2021,Nusa Tenggara Barat,500.212,9.153
7/11/2021,Nusa Tenggara Barat,500.99,0.778
7/12/2021,Nusa Tenggara Barat,509.103,8.113
7/13/2021,Nusa Tenggara Barat,524.244,15.141
7/14/2021,Nusa Tenggara Barat,537.869,13.625
7/15/2021,Nusa Tenggara Barat,546.687,8.818
7/16/2021,Nusa Tenggara Barat,550.793,4.106
7/17/2021,Nusa Tenggara Barat,556.896,6.103
7/18/2021,Nusa Tenggara Barat,557.723,0.827
7/19/2021,Nusa Tenggara Barat,562.451,4.728
7/20/2021,Nusa Tenggara Barat,562.619,0.168
7/21/2021,Nusa Tenggara Barat,566.02,3.401
7/22/2021,Nusa Tenggara Barat,575.52,9.5
7/23/2021,Nusa Tenggara Barat,580.904,5.384
7/24/2021,Nusa Tenggara Barat,585.177,4.273
7/25/2021,Nusa Tenggara Barat,586.964,1.787
7/26/2021,Nusa Tenggara Barat,591.014,4.05
7/27/2021,Nusa Tenggara Barat,593.783,2.769
7/28/2021,Nusa Tenggara Barat,595.992,2.209
7/29/2021,Nusa Tenggara Barat,598.058,2.066
7/30/2021,Nusa Tenggara Barat,598.856,0.798
7/31/2021,Nusa Tenggara Barat,601.771,2.915
8/1/2021,Nusa Tenggara Barat,601.916,0.145
8/2/2021,Nusa Tenggara Barat,603.171,1.255
8/3/2021,Nusa Tenggara Barat,606.18,3.009
8/4/2021,Nusa Tenggara Barat,608.692,2.512
8/5/2021,Nusa Tenggara Barat,613.503,4.811
8/6/2021,Nusa Tenggara Barat,615.334,1.831
8/7/2021,Nusa Tenggara Barat,619.157,3.823
8/8/2021,Nusa Tenggara Barat,619.298,0.141
8/9/2021,Nusa Tenggara Barat,622.177,2.879
8/10/2021,Nusa Tenggara Barat,625.445,3.268
8/11/2021,Nusa Tenggara Barat,625.792,0.347
8/12/2021,Nusa Tenggara Barat,630.461,4.669
8/13/2021,Nusa Tenggara Barat,634.394,3.933
8/14/2021,Nusa Tenggara Barat,636.863,2.469
8/15/2021,Nusa Tenggara Barat,637.316,0.453
8/16/2021,Nusa Tenggara Barat,641.075,3.759
8/17/2021,Nusa Tenggara Barat,641.457,0.382
8/18/2021,Nusa Tenggara Barat,646.081,4.624
8/19/2021,Nusa Tenggara Barat,651.443,5.362
8/20/2021,Nusa Tenggara Barat,654.951,3.508
8/21/2021,Nusa Tenggara Barat,660.715,5.764
8/22/2021,Nusa Tenggara Barat,661.137,0.422
8/23/2021,Nusa Tenggara Barat,666.333,5.196
8/24/2021,Nusa Tenggara Barat,671.656,5.323
8/25/2021,Nusa Tenggara Barat,677.816,6.16
8/26/2021,Nusa Tenggara Barat,683.552,5.736
8/27/2021,Nusa Tenggara Barat,685.942,2.39
8/28/2021,Nusa Tenggara Barat,692.357,6.415
8/29/2021,Nusa Tenggara Barat,692.402,0.045
8/30/2021,Nusa Tenggara Barat,698.694,6.292
8/31/2021,Nusa Tenggara Barat,704.342,5.648
9/1/2021,Nusa Tenggara Barat,711.374,7.032
9/2/2021,Nusa Tenggara Barat,719.603,8.229
9/3/2021,Nusa Tenggara Barat,722.493,2.89
9/4/2021,Nusa Tenggara Barat,728.632,6.139
9/5/2021,Nusa Tenggara Barat,729.04,0.408
9/6/2021,Nusa Tenggara Barat,743.429,14.389
9/7/2021,Nusa Tenggara Barat,754.361,10.932
9/8/2021,Nusa Tenggara Barat,765.338,10.977
9/9/2021,Nusa Tenggara Barat,787.984,22.646
9/10/2021,Nusa Tenggara Barat,818.262,30.278
9/11/2021,Nusa Tenggara Barat,836.165,17.903
9/12/2021,Nusa Tenggara Barat,839.955,3.79
9/13/2021,Nusa Tenggara Barat,859.16,19.205
9/14/2021,Nusa Tenggara Barat,876.562,17.402
9/15/2021,Nusa Tenggara Barat,901.198,24.636
9/16/2021,Nusa Tenggara Barat,933.889,32.691
9/17/2021,Nusa Tenggara Barat,949.593,15.704
9/18/2021,Nusa Tenggara Barat,970.849,21.256
9/19/2021,Nusa Tenggara Barat,983.895,13.046
9/20/2021,Nusa Tenggara Barat,1024.078,40.183
9/21/2021,Nusa Tenggara Barat,1064.089,40.011
9/22/2021,Nusa Tenggara Barat,1103.751,39.662
9/23/2021,Nusa Tenggara Barat,1140.918,37.167
9/24/2021,Nusa Tenggara Barat,1172.438,31.52
9/25/2021,Nusa Tenggara Barat,1211.601,39.163
9/26/2021,Nusa Tenggara Barat,1226.222,14.621
9/27/2021,Nusa Tenggara Barat,1269.617,43.395
9/28/2021,Nusa Tenggara Barat,1311.794,42.177
9/29/2021,Nusa Tenggara Barat,1349.57,37.776
9/30/2021,Nusa Tenggara Barat,1391.613,42.043
10/1/2021,Nusa Tenggara Barat,1435.103,43.49
10/2/2021,Nusa Tenggara Barat,1495.719,60.616
10/3/2021,Nusa Tenggara Barat,1513.392,17.673
10/4/2021,Nusa Tenggara Barat,1570.768,57.376
10/5/2021,Nusa Tenggara Barat,1620.954,50.186
10/6/2021,Nusa Tenggara Barat,1673.785,52.831
10/7/2021,Nusa Tenggara Barat,1719.182,45.397
10/8/2021,Nusa Tenggara Barat,1744.405,25.223
10/9/2021,Nusa Tenggara Barat,1769.056,24.651
10/10/2021,Nusa Tenggara Barat,1781.087,12.031
10/11/2021,Nusa Tenggara Barat,1797.23,16.143
10/12/2021,Nusa Tenggara Barat,1824.827,27.597
10/13/2021,Nusa Tenggara Barat,1868.523,43.696
10/14/2021,Nusa Tenggara Barat,1900.86,32.337
10/15/2021,Nusa Tenggara Barat,1936.197,35.337
10/16/2021,Nusa Tenggara Barat,1972.097,35.9
10/17/2021,Nusa Tenggara Barat,1979.721,7.624
10/18/2021,Nusa Tenggara Barat,2004.551,24.83
10/19/2021,Nusa Tenggara Barat,2049.115,44.564
10/20/2021,Nusa Tenggara Barat,2081.609,32.494
10/21/2021,Nusa Tenggara Barat,2114.438,32.829
10/22/2021,Nusa Tenggara Barat,2128.103,13.665
10/23/2021,Nusa Tenggara Barat,2147.874,19.771
10/24/2021,Nusa Tenggara Barat,2152.882,5.008
10/25/2021,Nusa Tenggara Barat,2183.501,30.619
10/26/2021,Nusa Tenggara Barat,2205.873,22.372
10/27/2021,Nusa Tenggara Barat,2223.18,17.307
10/28/2021,Nusa Tenggara Barat,2256.288,33.108
10/29/2021,Nusa Tenggara Barat,2291.386,35.098
10/30/2021,Nusa Tenggara Barat,2330.573,39.187
10/31/2021,Nusa Tenggara Barat,2339.228,8.655
11/1/2021,Nusa Tenggara Barat,2368.849,29.621
11/2/2021,Nusa Tenggara Barat,2393.082,24.233
11/3/2021,Nusa Tenggara Barat,2409.667,16.585
11/4/2021,Nusa Tenggara Barat,2444.202,34.535
11/5/2021,Nusa Tenggara Barat,2470.63,26.428
11/6/2021,Nusa Tenggara Barat,2504.191,33.561
11/7/2021,Nusa Tenggara Barat,2527.441,23.25
11/8/2021,Nusa Tenggara Barat,2553.648,26.207
11/9/2021,Nusa Tenggara Barat,2573.969,20.321
11/10/2021,Nusa Tenggara Barat,2589.077,15.108
11/11/2021,Nusa Tenggara Barat,2608.736,19.659
11/12/2021,Nusa Tenggara Barat,2623.495,14.759
11/13/2021,Nusa Tenggara Barat,2639.01,15.515
11/14/2021,Nusa Tenggara Barat,2643.743,4.733
11/15/2021,Nusa Tenggara Barat,2657.863,14.12
11/16/2021,Nusa Tenggara Barat,2673.187,15.324
11/17/2021,Nusa Tenggara Barat,2686.018,12.831
11/18/2021,Nusa Tenggara Barat,2698.894,12.876
11/19/2021,Nusa Tenggara Barat,2709.656,10.762
11/20/2021,Nusa Tenggara Barat,2717.781,8.125
11/21/2021,Nusa Tenggara Barat,2719.679,1.898
11/22/2021,Nusa Tenggara Barat,2728.95,9.271
11/23/2021,Nusa Tenggara Barat,2738.602,9.652
11/24/2021,Nusa Tenggara Barat,2746.686,8.084
11/25/2021,Nusa Tenggara Barat,2751.89,5.204
11/26/2021,Nusa Tenggara Barat,2756.662,4.772
11/27/2021,Nusa Tenggara Barat,2772.629,15.967
11/28/2021,Nusa Tenggara Barat,2774.661,2.032
11/29/2021,Nusa Tenggara Barat,2785.412,10.751
11/30/2021,Nusa Tenggara Barat,2795.259,9.847
12/1/2021,Nusa Tenggara Barat,2803.355,8.096
12/2/2021,Nusa Tenggara Barat,2814.684,11.329
12/3/2021,Nusa Tenggara Barat,2824.126,9.442
12/4/2021,Nusa Tenggara Barat,2835.751,11.625
12/5/2021,Nusa Tenggara Barat,2838.976,3.225
12/6/2021,Nusa Tenggara Barat,2849.688,10.712
12/7/2021,Nusa Tenggara Barat,2860.03,10.342
12/8/2021,Nusa Tenggara Barat,2873.104,13.074
12/9/2021,Nusa Tenggara Barat,2884.817,11.713
12/10/2021,Nusa Tenggara Barat,2898.572,13.755
12/11/2021,Nusa Tenggara Barat,2914.214,15.642
12/12/2021,Nusa Tenggara Barat,2919.996,5.782
12/13/2021,Nusa Tenggara Barat,2932.377,12.381
12/14/2021,Nusa Tenggara Barat,2944.295,11.918
12/15/2021,Nusa Tenggara Barat,2957.978,13.683
12/16/2021,Nusa Tenggara Barat,2971.594,13.616
12/17/2021,Nusa Tenggara Barat,2981.404,9.81
12/18/2021,Nusa Tenggara Barat,2990.938,9.534
12/19/2021,Nusa Tenggara Barat,2993.303,2.365
12/20/2021,Nusa Tenggara Barat,3001.103,7.8
12/21/2021,Nusa Tenggara Barat,3007.509,6.406
12/22/2021,Nusa Tenggara Barat,3014.928,7.419
12/23/2021,Nusa Tenggara Barat,3022.175,7.247
12/24/2021,Nusa Tenggara Barat,3027.831,5.656
12/25/2021,Nusa Tenggara Barat,3030.578,2.747
12/26/2021,Nusa Tenggara Barat,3032.336,1.758
12/27/2021,Nusa Tenggara Barat,3036.786,4.45
1/14/2021,Maluku Utara,0.007,0.007
1/15/2021,Maluku Utara,0.009,0.002
1/18/2021,Maluku Utara,0.011,0.002
1/19/2021,Maluku Utara,0.028,0.017
1/20/2021,Maluku Utara,0.085,0.057
1/21/2021,Maluku Utara,0.154,0.069
1/22/2021,Maluku Utara,0.192,0.038
1/23/2021,Maluku Utara,0.243,0.051
1/24/2021,Maluku Utara,0.259,0.016
1/25/2021,Maluku Utara,0.352,0.093
1/26/2021,Maluku Utara,0.457,0.105
1/27/2021,Maluku Utara,0.535,0.078
1/28/2021,Maluku Utara,0.604,0.069
1/29/2021,Maluku Utara,0.642,0.038
1/30/2021,Maluku Utara,0.684,0.042
1/31/2021,Maluku Utara,0.691,0.007
2/1/2021,Maluku Utara,0.765,0.074
2/2/2021,Maluku Utara,0.85,0.085
2/3/2021,Maluku Utara,0.945,0.095
2/4/2021,Maluku Utara,1.094,0.149
2/5/2021,Maluku Utara,1.366,0.272
2/6/2021,Maluku Utara,1.655,0.289
2/7/2021,Maluku Utara,1.707,0.052
2/8/2021,Maluku Utara,1.975,0.268
2/9/2021,Maluku Utara,2.491,0.516
2/10/2021,Maluku Utara,3.229,0.738
2/11/2021,Maluku Utara,3.797,0.568
2/12/2021,Maluku Utara,3.96,0.163
2/13/2021,Maluku Utara,4.281,0.321
2/14/2021,Maluku Utara,4.31,0.029
2/15/2021,Maluku Utara,4.802,0.492
2/16/2021,Maluku Utara,5.45,0.648
2/17/2021,Maluku Utara,5.833,0.383
2/18/2021,Maluku Utara,6.293,0.46
2/19/2021,Maluku Utara,6.566,0.273
2/20/2021,Maluku Utara,6.916,0.35
2/21/2021,Maluku Utara,6.936,0.02
2/22/2021,Maluku Utara,7.173,0.237
2/23/2021,Maluku Utara,7.445,0.272
2/24/2021,Maluku Utara,7.738,0.293
2/25/2021,Maluku Utara,7.982,0.244
2/26/2021,Maluku Utara,8.069,0.087
2/27/2021,Maluku Utara,8.226,0.157
2/28/2021,Maluku Utara,8.23,0.004
3/1/2021,Maluku Utara,8.368,0.138
3/2/2021,Maluku Utara,8.567,0.199
3/3/2021,Maluku Utara,8.74,0.173
3/4/2021,Maluku Utara,9.075,0.335
3/5/2021,Maluku Utara,9.332,0.257
3/6/2021,Maluku Utara,9.489,0.157
3/7/2021,Maluku Utara,9.499,0.01
3/8/2021,Maluku Utara,9.815,0.316
3/9/2021,Maluku Utara,10.396,0.581
3/10/2021,Maluku Utara,10.79,0.394
3/11/2021,Maluku Utara,10.832,0.042
3/12/2021,Maluku Utara,11.076,0.244
3/13/2021,Maluku Utara,11.225,0.149
3/14/2021,Maluku Utara,11.234,0.009
3/15/2021,Maluku Utara,12.042,0.808
3/16/2021,Maluku Utara,12.616,0.574
3/17/2021,Maluku Utara,13.217,0.601
3/18/2021,Maluku Utara,13.825,0.608
3/19/2021,Maluku Utara,14.383,0.558
3/20/2021,Maluku Utara,14.679,0.296
3/21/2021,Maluku Utara,14.681,0.002
3/22/2021,Maluku Utara,15.316,0.635
3/23/2021,Maluku Utara,15.686,0.37
3/24/2021,Maluku Utara,16.301,0.615
3/25/2021,Maluku Utara,16.7,0.399
3/26/2021,Maluku Utara,17.168,0.468
3/27/2021,Maluku Utara,17.377,0.209
3/28/2021,Maluku Utara,17.528,0.151
3/29/2021,Maluku Utara,18.271,0.743
3/30/2021,Maluku Utara,18.924,0.653
3/31/2021,Maluku Utara,19.287,0.363
4/1/2021,Maluku Utara,19.973,0.686
4/2/2021,Maluku Utara,20.022,0.049
4/3/2021,Maluku Utara,20.113,0.091
4/4/2021,Maluku Utara,20.113,0
4/5/2021,Maluku Utara,20.474,0.361
4/6/2021,Maluku Utara,21.135,0.661
4/7/2021,Maluku Utara,22.153,1.018
4/8/2021,Maluku Utara,23.031,0.878
4/9/2021,Maluku Utara,23.983,0.952
4/10/2021,Maluku Utara,24.562,0.579
4/11/2021,Maluku Utara,24.637,0.075
4/12/2021,Maluku Utara,25.461,0.824
4/13/2021,Maluku Utara,25.827,0.366
4/14/2021,Maluku Utara,26.076,0.249
4/15/2021,Maluku Utara,26.262,0.186
4/16/2021,Maluku Utara,26.56,0.298
4/17/2021,Maluku Utara,26.644,0.084
4/18/2021,Maluku Utara,26.662,0.018
4/19/2021,Maluku Utara,27.078,0.416
4/20/2021,Maluku Utara,27.57,0.492
4/21/2021,Maluku Utara,27.981,0.411
4/22/2021,Maluku Utara,28.402,0.421
4/23/2021,Maluku Utara,28.635,0.233
4/24/2021,Maluku Utara,28.729,0.094
4/25/2021,Maluku Utara,28.828,0.099
4/26/2021,Maluku Utara,29.261,0.433
4/27/2021,Maluku Utara,29.769,0.508
4/28/2021,Maluku Utara,30.146,0.377
4/29/2021,Maluku Utara,30.671,0.525
4/30/2021,Maluku Utara,31.096,0.425
5/1/2021,Maluku Utara,31.295,0.199
5/2/2021,Maluku Utara,31.491,0.196
5/3/2021,Maluku Utara,32.088,0.597
5/4/2021,Maluku Utara,32.38,0.292
5/5/2021,Maluku Utara,32.682,0.302
5/6/2021,Maluku Utara,33.135,0.453
5/7/2021,Maluku Utara,33.408,0.273
5/8/2021,Maluku Utara,33.48,0.072
5/9/2021,Maluku Utara,33.531,0.051
5/10/2021,Maluku Utara,33.674,0.143
5/11/2021,Maluku Utara,33.803,0.129
5/12/2021,Maluku Utara,33.803,0
5/13/2021,Maluku Utara,33.803,0
5/14/2021,Maluku Utara,33.811,0.008
5/15/2021,Maluku Utara,33.848,0.037
5/16/2021,Maluku Utara,33.858,0.01
5/17/2021,Maluku Utara,33.98,0.122
5/18/2021,Maluku Utara,34.171,0.191
5/19/2021,Maluku Utara,34.382,0.211
5/20/2021,Maluku Utara,34.553,0.171
5/21/2021,Maluku Utara,35.312,0.759
5/22/2021,Maluku Utara,35.877,0.565
5/23/2021,Maluku Utara,36.332,0.455
5/24/2021,Maluku Utara,36.969,0.637
5/25/2021,Maluku Utara,37.715,0.746
5/26/2021,Maluku Utara,38.312,0.597
5/27/2021,Maluku Utara,39.482,1.17
5/28/2021,Maluku Utara,39.726,0.244
5/29/2021,Maluku Utara,40.101,0.375
5/30/2021,Maluku Utara,40.19,0.089
5/31/2021,Maluku Utara,40.565,0.375
6/1/2021,Maluku Utara,40.652,0.087
6/2/2021,Maluku Utara,41.151,0.499
6/3/2021,Maluku Utara,41.739,0.588
6/4/2021,Maluku Utara,42.133,0.394
6/5/2021,Maluku Utara,42.646,0.513
6/6/2021,Maluku Utara,42.868,0.222
6/7/2021,Maluku Utara,43.647,0.779
6/8/2021,Maluku Utara,44.477,0.83
6/9/2021,Maluku Utara,45.374,0.897
6/10/2021,Maluku Utara,46.064,0.69
6/11/2021,Maluku Utara,46.652,0.588
6/12/2021,Maluku Utara,47.097,0.445
6/13/2021,Maluku Utara,47.216,0.119
6/14/2021,Maluku Utara,48.322,1.106
6/15/2021,Maluku Utara,49.538,1.216
6/16/2021,Maluku Utara,50.633,1.095
6/17/2021,Maluku Utara,51.845,1.212
6/18/2021,Maluku Utara,52.81,0.965
6/19/2021,Maluku Utara,53.595,0.785
6/20/2021,Maluku Utara,53.832,0.237
6/21/2021,Maluku Utara,54.631,0.799
6/22/2021,Maluku Utara,55.308,0.677
6/23/2021,Maluku Utara,56.196,0.888
6/24/2021,Maluku Utara,57.476,1.28
6/25/2021,Maluku Utara,58.203,0.727
6/26/2021,Maluku Utara,64.363,6.16
6/27/2021,Maluku Utara,65.137,0.774
6/28/2021,Maluku Utara,67.573,2.436
6/29/2021,Maluku Utara,69.918,2.345
6/30/2021,Maluku Utara,72.367,2.449
7/1/2021,Maluku Utara,74.722,2.355
7/2/2021,Maluku Utara,77.186,2.464
7/3/2021,Maluku Utara,79.906,2.72
7/4/2021,Maluku Utara,81.035,1.129
7/5/2021,Maluku Utara,83.773,2.738
7/6/2021,Maluku Utara,87.31,3.537
7/7/2021,Maluku Utara,90.04,2.73
7/8/2021,Maluku Utara,92.749,2.709
7/9/2021,Maluku Utara,95.427,2.678
7/10/2021,Maluku Utara,97.918,2.491
7/11/2021,Maluku Utara,98.362,0.444
7/12/2021,Maluku Utara,100.79,2.428
7/13/2021,Maluku Utara,103.484,2.694
7/14/2021,Maluku Utara,105.523,2.039
7/15/2021,Maluku Utara,107.492,1.969
7/16/2021,Maluku Utara,109.329,1.837
7/17/2021,Maluku Utara,111.459,2.13
7/18/2021,Maluku Utara,112.714,1.255
7/19/2021,Maluku Utara,114.426,1.712
7/20/2021,Maluku Utara,115.25,0.824
7/21/2021,Maluku Utara,116.589,1.339
7/22/2021,Maluku Utara,118.385,1.796
7/23/2021,Maluku Utara,119.358,0.973
7/24/2021,Maluku Utara,121.016,1.658
7/25/2021,Maluku Utara,121.852,0.836
7/26/2021,Maluku Utara,123.747,1.895
7/27/2021,Maluku Utara,125.126,1.379
7/28/2021,Maluku Utara,126.732,1.606
7/29/2021,Maluku Utara,127.973,1.241
7/30/2021,Maluku Utara,129.167,1.194
7/31/2021,Maluku Utara,130.544,1.377
8/1/2021,Maluku Utara,131.06,0.516
8/2/2021,Maluku Utara,132.161,1.101
8/3/2021,Maluku Utara,133.419,1.258
8/4/2021,Maluku Utara,134.542,1.123
8/5/2021,Maluku Utara,136.421,1.879
8/6/2021,Maluku Utara,138.14,1.719
8/7/2021,Maluku Utara,139.642,1.502
8/8/2021,Maluku Utara,140.093,0.451
8/9/2021,Maluku Utara,141.369,1.276
8/10/2021,Maluku Utara,143.233,1.864
8/11/2021,Maluku Utara,144.101,0.868
8/12/2021,Maluku Utara,145.933,1.832
8/13/2021,Maluku Utara,147.04,1.107
8/14/2021,Maluku Utara,148.885,1.845
8/15/2021,Maluku Utara,149.601,0.716
8/16/2021,Maluku Utara,152.109,2.508
8/17/2021,Maluku Utara,152.779,0.67
8/18/2021,Maluku Utara,154.414,1.635
8/19/2021,Maluku Utara,156.162,1.748
8/20/2021,Maluku Utara,157.372,1.21
8/21/2021,Maluku Utara,159.068,1.696
8/22/2021,Maluku Utara,159.868,0.8
8/23/2021,Maluku Utara,161.788,1.92
8/24/2021,Maluku Utara,164.132,2.344
8/25/2021,Maluku Utara,165.724,1.592
8/26/2021,Maluku Utara,167.279,1.555
8/27/2021,Maluku Utara,168.567,1.288
8/28/2021,Maluku Utara,170.183,1.616
8/29/2021,Maluku Utara,170.645,0.462
8/30/2021,Maluku Utara,172.222,1.577
8/31/2021,Maluku Utara,173.576,1.354
9/1/2021,Maluku Utara,175.459,1.883
9/2/2021,Maluku Utara,176.917,1.458
9/3/2021,Maluku Utara,178.083,1.166
9/4/2021,Maluku Utara,179.483,1.4
9/5/2021,Maluku Utara,179.958,0.475
9/6/2021,Maluku Utara,182.055,2.097
9/7/2021,Maluku Utara,184.14,2.085
9/8/2021,Maluku Utara,186.776,2.636
9/9/2021,Maluku Utara,189.653,2.877
9/10/2021,Maluku Utara,192.084,2.431
9/11/2021,Maluku Utara,194.934,2.85
9/12/2021,Maluku Utara,195.905,0.971
9/13/2021,Maluku Utara,200.612,4.707
9/14/2021,Maluku Utara,205.184,4.572
9/15/2021,Maluku Utara,209.791,4.607
9/16/2021,Maluku Utara,214.714,4.923
9/17/2021,Maluku Utara,217.504,2.79
9/18/2021,Maluku Utara,222.537,5.033
9/19/2021,Maluku Utara,223.746,1.209
9/20/2021,Maluku Utara,227.949,4.203
9/21/2021,Maluku Utara,232.514,4.565
9/22/2021,Maluku Utara,237.187,4.673
9/23/2021,Maluku Utara,241.502,4.315
9/24/2021,Maluku Utara,244.422,2.92
9/25/2021,Maluku Utara,247.454,3.032
9/26/2021,Maluku Utara,248.251,0.797
9/27/2021,Maluku Utara,252.793,4.542
9/28/2021,Maluku Utara,256.403,3.61
9/29/2021,Maluku Utara,259.656,3.253
9/30/2021,Maluku Utara,263.393,3.737
10/1/2021,Maluku Utara,265.708,2.315
10/2/2021,Maluku Utara,268.619,2.911
10/3/2021,Maluku Utara,269.099,0.48
10/4/2021,Maluku Utara,272.101,3.002
10/5/2021,Maluku Utara,276.443,4.342
10/6/2021,Maluku Utara,280.363,3.92
10/7/2021,Maluku Utara,284.62,4.257
10/8/2021,Maluku Utara,287.928,3.308
10/9/2021,Maluku Utara,290.989,3.061
10/10/2021,Maluku Utara,291.467,0.478
10/11/2021,Maluku Utara,295.508,4.041
10/12/2021,Maluku Utara,299.373,3.865
10/13/2021,Maluku Utara,303.689,4.316
10/14/2021,Maluku Utara,307.679,3.99
10/15/2021,Maluku Utara,311.27,3.591
10/16/2021,Maluku Utara,314.619,3.349
10/17/2021,Maluku Utara,315.358,0.739
10/18/2021,Maluku Utara,320.145,4.787
10/19/2021,Maluku Utara,322.726,2.581
10/20/2021,Maluku Utara,324.534,1.808
10/21/2021,Maluku Utara,327.615,3.081
10/22/2021,Maluku Utara,329.778,2.163
10/23/2021,Maluku Utara,332.409,2.631
10/24/2021,Maluku Utara,333.178,0.769
10/25/2021,Maluku Utara,336.599,3.421
10/26/2021,Maluku Utara,339.731,3.132
10/27/2021,Maluku Utara,342.707,2.976
10/28/2021,Maluku Utara,346.103,3.396
10/29/2021,Maluku Utara,347.858,1.755
10/30/2021,Maluku Utara,350.662,2.804
10/31/2021,Maluku Utara,351.261,0.599
11/1/2021,Maluku Utara,354.807,3.546
11/2/2021,Maluku Utara,357.478,2.671
11/3/2021,Maluku Utara,360.908,3.43
11/4/2021,Maluku Utara,364.693,3.785
11/5/2021,Maluku Utara,367.79,3.097
11/6/2021,Maluku Utara,371.191,3.401
11/7/2021,Maluku Utara,372.802,1.611
11/8/2021,Maluku Utara,377.508,4.706
11/9/2021,Maluku Utara,382.006,4.498
11/10/2021,Maluku Utara,387.861,5.855
11/11/2021,Maluku Utara,393.68,5.819
11/12/2021,Maluku Utara,397.149,3.469
11/13/2021,Maluku Utara,401.278,4.129
11/14/2021,Maluku Utara,403.207,1.929
11/15/2021,Maluku Utara,407.913,4.706
11/16/2021,Maluku Utara,413.379,5.466
11/17/2021,Maluku Utara,417.478,4.099
11/18/2021,Maluku Utara,421.341,3.863
11/19/2021,Maluku Utara,424.395,3.054
11/20/2021,Maluku Utara,428.647,4.252
11/21/2021,Maluku Utara,429.563,0.916
11/22/2021,Maluku Utara,433.744,4.181
11/23/2021,Maluku Utara,438.275,4.531
11/24/2021,Maluku Utara,441.694,3.419
11/25/2021,Maluku Utara,445.581,3.887
11/26/2021,Maluku Utara,448.441,2.86
11/27/2021,Maluku Utara,452.5,4.059
11/28/2021,Maluku Utara,453.094,0.594
11/29/2021,Maluku Utara,457.291,4.197
11/30/2021,Maluku Utara,460.472,3.181
12/1/2021,Maluku Utara,464.44,3.968
12/2/2021,Maluku Utara,467.978,3.538
12/3/2021,Maluku Utara,470.852,2.874
12/4/2021,Maluku Utara,474.79,3.938
12/5/2021,Maluku Utara,475.5,0.71
12/6/2021,Maluku Utara,478.718,3.218
12/7/2021,Maluku Utara,481.806,3.088
12/8/2021,Maluku Utara,485.405,3.599
12/9/2021,Maluku Utara,490.187,4.782
12/10/2021,Maluku Utara,494.968,4.781
12/11/2021,Maluku Utara,498.742,3.774
12/12/2021,Maluku Utara,499.852,1.11
12/13/2021,Maluku Utara,503.544,3.692
12/14/2021,Maluku Utara,507.383,3.839
12/15/2021,Maluku Utara,511.328,3.945
12/16/2021,Maluku Utara,516.962,5.634
12/17/2021,Maluku Utara,520.76,3.798
12/18/2021,Maluku Utara,525.051,4.291
12/19/2021,Maluku Utara,526.372,1.321
12/20/2021,Maluku Utara,531.248,4.876
12/21/2021,Maluku Utara,535.689,4.441
12/22/2021,Maluku Utara,540.833,5.144
12/23/2021,Maluku Utara,544.674,3.841
12/24/2021,Maluku Utara,548.056,3.382
12/25/2021,Maluku Utara,553.328,5.272
12/26/2021,Maluku Utara,557.763,4.435
12/27/2021,Maluku Utara,561.8,4.037
1/14/2021,Maluku,0.001,0.001
1/15/2021,Maluku,0.204,0.203
1/16/2021,Maluku,0.204,0
1/18/2021,Maluku,0.299,0.095
1/19/2021,Maluku,0.411,0.112
1/20/2021,Maluku,0.541,0.13
1/21/2021,Maluku,0.894,0.353
1/22/2021,Maluku,1.003,0.109
1/23/2021,Maluku,1.076,0.073
1/24/2021,Maluku,1.09,0.014
1/25/2021,Maluku,1.216,0.126
1/26/2021,Maluku,1.317,0.101
1/27/2021,Maluku,1.482,0.165
1/28/2021,Maluku,1.788,0.306
1/29/2021,Maluku,2.154,0.366
1/30/2021,Maluku,2.433,0.279
1/31/2021,Maluku,2.462,0.029
2/1/2021,Maluku,2.928,0.466
2/2/2021,Maluku,3.435,0.507
2/3/2021,Maluku,3.942,0.507
2/4/2021,Maluku,4.428,0.486
2/5/2021,Maluku,4.859,0.431
2/6/2021,Maluku,5.6,0.741
2/7/2021,Maluku,5.724,0.124
2/8/2021,Maluku,6.232,0.508
2/9/2021,Maluku,6.495,0.263
2/10/2021,Maluku,6.926,0.431
2/11/2021,Maluku,7.227,0.301
2/12/2021,Maluku,7.312,0.085
2/13/2021,Maluku,7.449,0.137
2/14/2021,Maluku,7.45,0.001
2/15/2021,Maluku,7.818,0.368
2/16/2021,Maluku,8.258,0.44
2/17/2021,Maluku,8.675,0.417
2/18/2021,Maluku,9.078,0.403
2/19/2021,Maluku,9.343,0.265
2/20/2021,Maluku,9.516,0.173
2/21/2021,Maluku,9.531,0.015
2/22/2021,Maluku,9.822,0.291
2/23/2021,Maluku,9.992,0.17
2/24/2021,Maluku,10.101,0.109
2/25/2021,Maluku,10.264,0.163
2/26/2021,Maluku,10.385,0.121
2/27/2021,Maluku,10.468,0.083
2/28/2021,Maluku,10.469,0.001
3/1/2021,Maluku,10.549,0.08
