Tanggal,Provinsi,Kasus Aktif
10/15/2020,Papua Barat,796
10/16/2020,Papua Barat,864
10/17/2020,Papua Barat,915
10/18/2020,Papua Barat,1043
10/19/2020,Papua Barat,1044
10/20/2020,Papua Barat,956
10/21/2020,Papua Barat,940
10/22/2020,Papua Barat,997
10/23/2020,Papua Barat,1054
10/24/2020,Papua Barat,982
10/25/2020,Papua Barat,749
10/26/2020,Papua Barat,735
10/27/2020,Papua Barat,553
10/28/2020,Papua Barat,537
10/29/2020,Papua Barat,530
10/30/2020,Papua Barat,577
10/31/2020,Papua Barat,483
11/1/2020,Papua Barat,468
11/2/2020,Papua Barat,468
11/3/2020,Papua Barat,533
11/4/2020,Papua Barat,538
11/5/2020,Papua Barat,559
11/6/2020,Papua Barat,616
11/7/2020,Papua Barat,658
11/8/2020,Papua Barat,559
11/9/2020,Papua Barat,558
11/10/2020,Papua Barat,581
11/11/2020,Papua Barat,616
11/12/2020,Papua Barat,608
11/13/2020,Papua Barat,620
11/14/2020,Papua Barat,630
11/15/2020,Papua Barat,513
11/16/2020,Papua Barat,498
11/17/2020,Papua Barat,484
11/18/2020,Papua Barat,461
11/19/2020,Papua Barat,439
11/20/2020,Papua Barat,505
11/21/2020,Papua Barat,535
11/22/2020,Papua Barat,527
11/23/2020,Papua Barat,497
11/24/2020,Papua Barat,545
11/25/2020,Papua Barat,600
11/26/2020,Papua Barat,609
11/27/2020,Papua Barat,608
11/28/2020,Papua Barat,627
11/29/2020,Papua Barat,628
11/30/2020,Papua Barat,627
12/1/2020,Papua Barat,657
12/2/2020,Papua Barat,636
12/3/2020,Papua Barat,600
12/4/2020,Papua Barat,595
12/5/2020,Papua Barat,584
12/6/2020,Papua Barat,541
12/7/2020,Papua Barat,544
12/8/2020,Papua Barat,512
12/9/2020,Papua Barat,518
12/10/2020,Papua Barat,497
12/11/2020,Papua Barat,463
12/12/2020,Papua Barat,457
12/13/2020,Papua Barat,478
12/14/2020,Papua Barat,448
12/15/2020,Papua Barat,446
12/16/2020,Papua Barat,430
12/17/2020,Papua Barat,431
12/18/2020,Papua Barat,458
12/19/2020,Papua Barat,456
12/20/2020,Papua Barat,439
12/21/2020,Papua Barat,461
12/22/2020,Papua Barat,459
12/23/2020,Papua Barat,477
12/24/2020,Papua Barat,494
12/25/2020,Papua Barat,529
12/26/2020,Papua Barat,482
12/27/2020,Papua Barat,486
12/28/2020,Papua Barat,472
12/29/2020,Papua Barat,458
12/30/2020,Papua Barat,434
12/31/2020,Papua Barat,436
1/1/2021,Papua Barat,447
1/2/2021,Papua Barat,430
1/3/2021,Papua Barat,393
1/4/2021,Papua Barat,367
1/5/2021,Papua Barat,379
1/6/2021,Papua Barat,374
1/7/2021,Papua Barat,400
1/8/2021,Papua Barat,387
1/9/2021,Papua Barat,405
1/10/2021,Papua Barat,432
1/11/2021,Papua Barat,438
1/12/2021,Papua Barat,456
1/13/2021,Papua Barat,465
1/14/2021,Papua Barat,474
1/15/2021,Papua Barat,482
1/16/2021,Papua Barat,532
1/17/2021,Papua Barat,521
1/18/2021,Papua Barat,530
1/19/2021,Papua Barat,532
1/20/2021,Papua Barat,534
1/21/2021,Papua Barat,549
1/22/2021,Papua Barat,560
1/23/2021,Papua Barat,556
1/24/2021,Papua Barat,571
1/25/2021,Papua Barat,580
1/26/2021,Papua Barat,571
1/27/2021,Papua Barat,583
1/28/2021,Papua Barat,591
1/29/2021,Papua Barat,596
1/30/2021,Papua Barat,613
1/31/2021,Papua Barat,601
2/1/2021,Papua Barat,573
2/2/2021,Papua Barat,569
2/3/2021,Papua Barat,568
2/4/2021,Papua Barat,534
2/5/2021,Papua Barat,525
2/6/2021,Papua Barat,519
2/7/2021,Papua Barat,521
2/8/2021,Papua Barat,518
2/9/2021,Papua Barat,514
2/10/2021,Papua Barat,512
2/11/2021,Papua Barat,511
2/12/2021,Papua Barat,523
2/13/2021,Papua Barat,495
2/14/2021,Papua Barat,497
2/15/2021,Papua Barat,517
2/16/2021,Papua Barat,525
2/17/2021,Papua Barat,566
2/18/2021,Papua Barat,561
2/19/2021,Papua Barat,567
2/20/2021,Papua Barat,463
2/21/2021,Papua Barat,464
2/22/2021,Papua Barat,470
2/23/2021,Papua Barat,481
2/24/2021,Papua Barat,499
2/25/2021,Papua Barat,499
2/26/2021,Papua Barat,493
2/27/2021,Papua Barat,497
2/28/2021,Papua Barat,501
3/1/2021,Papua Barat,508
3/2/2021,Papua Barat,509
3/3/2021,Papua Barat,527
3/4/2021,Papua Barat,517
3/5/2021,Papua Barat,530
3/6/2021,Papua Barat,545
3/7/2021,Papua Barat,517
3/8/2021,Papua Barat,514
3/9/2021,Papua Barat,528
3/10/2021,Papua Barat,541
3/11/2021,Papua Barat,559
3/12/2021,Papua Barat,546
3/13/2021,Papua Barat,571
3/14/2021,Papua Barat,582
3/15/2021,Papua Barat,561
3/16/2021,Papua Barat,564
3/17/2021,Papua Barat,584
3/18/2021,Papua Barat,580
3/19/2021,Papua Barat,576
3/20/2021,Papua Barat,576
3/21/2021,Papua Barat,575
3/22/2021,Papua Barat,549
3/23/2021,Papua Barat,549
3/24/2021,Papua Barat,533
3/25/2021,Papua Barat,506
3/26/2021,Papua Barat,469
3/27/2021,Papua Barat,477
3/28/2021,Papua Barat,468
3/29/2021,Papua Barat,472
3/30/2021,Papua Barat,468
3/31/2021,Papua Barat,462
4/1/2021,Papua Barat,454
4/2/2021,Papua Barat,454
4/3/2021,Papua Barat,430
4/4/2021,Papua Barat,434
4/5/2021,Papua Barat,412
4/6/2021,Papua Barat,415
4/7/2021,Papua Barat,412
4/8/2021,Papua Barat,402
4/9/2021,Papua Barat,401
4/10/2021,Papua Barat,392
4/11/2021,Papua Barat,393
4/12/2021,Papua Barat,391
4/13/2021,Papua Barat,429
4/14/2021,Papua Barat,435
4/15/2021,Papua Barat,438
4/16/2021,Papua Barat,435
4/17/2021,Papua Barat,412
4/18/2021,Papua Barat,394
4/19/2021,Papua Barat,382
4/20/2021,Papua Barat,369
4/21/2021,Papua Barat,371
4/22/2021,Papua Barat,365
4/23/2021,Papua Barat,371
4/24/2021,Papua Barat,367
4/25/2021,Papua Barat,350
4/26/2021,Papua Barat,346
4/27/2021,Papua Barat,361
4/28/2021,Papua Barat,370
4/29/2021,Papua Barat,318
4/30/2021,Papua Barat,288
5/1/2021,Papua Barat,288
5/2/2021,Papua Barat,291
5/3/2021,Papua Barat,263
5/4/2021,Papua Barat,278
5/5/2021,Papua Barat,263
5/6/2021,Papua Barat,260
5/7/2021,Papua Barat,256
5/8/2021,Papua Barat,248
5/9/2021,Papua Barat,235
5/10/2021,Papua Barat,227
5/11/2021,Papua Barat,227
5/12/2021,Papua Barat,244
5/13/2021,Papua Barat,218
5/14/2021,Papua Barat,209
5/15/2021,Papua Barat,200
5/16/2021,Papua Barat,191
5/17/2021,Papua Barat,173
5/18/2021,Papua Barat,146
5/19/2021,Papua Barat,138
5/20/2021,Papua Barat,144
5/21/2021,Papua Barat,129
5/22/2021,Papua Barat,121
5/23/2021,Papua Barat,134
5/24/2021,Papua Barat,117
5/25/2021,Papua Barat,107
5/26/2021,Papua Barat,115
5/27/2021,Papua Barat,116
5/28/2021,Papua Barat,128
5/29/2021,Papua Barat,130
5/30/2021,Papua Barat,123
5/31/2021,Papua Barat,140
6/1/2021,Papua Barat,148
6/2/2021,Papua Barat,135
6/3/2021,Papua Barat,131
6/4/2021,Papua Barat,129
6/5/2021,Papua Barat,127
6/6/2021,Papua Barat,138
6/7/2021,Papua Barat,128
6/8/2021,Papua Barat,99
6/9/2021,Papua Barat,101
6/10/2021,Papua Barat,81
6/11/2021,Papua Barat,83
6/12/2021,Papua Barat,89
6/13/2021,Papua Barat,96
6/14/2021,Papua Barat,90
6/15/2021,Papua Barat,92
6/16/2021,Papua Barat,113
6/17/2021,Papua Barat,132
6/18/2021,Papua Barat,170
6/19/2021,Papua Barat,199
6/20/2021,Papua Barat,250
6/21/2021,Papua Barat,253
6/22/2021,Papua Barat,262
6/23/2021,Papua Barat,341
6/24/2021,Papua Barat,438
6/25/2021,Papua Barat,512
6/26/2021,Papua Barat,648
6/27/2021,Papua Barat,775
6/28/2021,Papua Barat,879
6/29/2021,Papua Barat,978
6/30/2021,Papua Barat,1102
7/1/2021,Papua Barat,1230
7/2/2021,Papua Barat,1496
7/3/2021,Papua Barat,1698
7/4/2021,Papua Barat,1947
7/5/2021,Papua Barat,2243
7/6/2021,Papua Barat,2449
7/7/2021,Papua Barat,2687
7/8/2021,Papua Barat,2915
7/9/2021,Papua Barat,3070
7/10/2021,Papua Barat,3196
7/11/2021,Papua Barat,3309
7/12/2021,Papua Barat,3334
7/13/2021,Papua Barat,3498
7/14/2021,Papua Barat,3905
7/15/2021,Papua Barat,3893
7/16/2021,Papua Barat,4217
7/17/2021,Papua Barat,4035
7/18/2021,Papua Barat,4041
7/19/2021,Papua Barat,3972
7/20/2021,Papua Barat,4069
7/21/2021,Papua Barat,4027
7/22/2021,Papua Barat,4005
7/23/2021,Papua Barat,3975
7/24/2021,Papua Barat,3868
7/25/2021,Papua Barat,3602
7/26/2021,Papua Barat,3342
7/27/2021,Papua Barat,3080
7/28/2021,Papua Barat,2965
7/29/2021,Papua Barat,2806
7/30/2021,Papua Barat,2647
7/31/2021,Papua Barat,2830
8/1/2021,Papua Barat,2978
8/2/2021,Papua Barat,2575
8/3/2021,Papua Barat,2640
8/4/2021,Papua Barat,2629
8/5/2021,Papua Barat,2708
8/6/2021,Papua Barat,2469
8/7/2021,Papua Barat,2446
8/8/2021,Papua Barat,2306
8/9/2021,Papua Barat,2462
8/10/2021,Papua Barat,2544
8/11/2021,Papua Barat,2379
8/12/2021,Papua Barat,2318
8/13/2021,Papua Barat,2338
8/14/2021,Papua Barat,2285
8/15/2021,Papua Barat,2071
8/16/2021,Papua Barat,1980
8/17/2021,Papua Barat,1876
8/18/2021,Papua Barat,1766
8/19/2021,Papua Barat,1635
8/20/2021,Papua Barat,1571
8/21/2021,Papua Barat,1210
8/22/2021,Papua Barat,881
8/23/2021,Papua Barat,772
8/24/2021,Papua Barat,551
8/25/2021,Papua Barat,484
8/26/2021,Papua Barat,501
8/27/2021,Papua Barat,378
8/28/2021,Papua Barat,289
8/29/2021,Papua Barat,252
8/30/2021,Papua Barat,239
8/31/2021,Papua Barat,233
9/1/2021,Papua Barat,338
9/2/2021,Papua Barat,257
9/3/2021,Papua Barat,202
9/4/2021,Papua Barat,168
9/5/2021,Papua Barat,208
9/6/2021,Papua Barat,193
9/7/2021,Papua Barat,200
9/8/2021,Papua Barat,205
9/9/2021,Papua Barat,218
9/10/2021,Papua Barat,202
9/11/2021,Papua Barat,195
9/12/2021,Papua Barat,186
9/13/2021,Papua Barat,180
9/14/2021,Papua Barat,173
9/15/2021,Papua Barat,168
9/16/2021,Papua Barat,168
9/17/2021,Papua Barat,117
9/18/2021,Papua Barat,118
9/19/2021,Papua Barat,113
9/20/2021,Papua Barat,103
9/21/2021,Papua Barat,134
9/22/2021,Papua Barat,106
9/23/2021,Papua Barat,127
9/24/2021,Papua Barat,109
9/25/2021,Papua Barat,108
9/26/2021,Papua Barat,99
9/27/2021,Papua Barat,88
9/28/2021,Papua Barat,95
9/29/2021,Papua Barat,96
9/30/2021,Papua Barat,86
3/21/2020,Kalimantan Selatan,0
3/22/2020,Kalimantan Selatan,1
3/23/2020,Kalimantan Selatan,1
3/24/2020,Kalimantan Selatan,1
3/25/2020,Kalimantan Selatan,2
3/26/2020,Kalimantan Selatan,1
3/27/2020,Kalimantan Selatan,1
3/28/2020,Kalimantan Selatan,1
3/29/2020,Kalimantan Selatan,1
3/30/2020,Kalimantan Selatan,5
3/31/2020,Kalimantan Selatan,8
4/1/2020,Kalimantan Selatan,8
4/2/2020,Kalimantan Selatan,8
4/3/2020,Kalimantan Selatan,8
4/4/2020,Kalimantan Selatan,8
4/5/2020,Kalimantan Selatan,16
4/6/2020,Kalimantan Selatan,18
4/7/2020,Kalimantan Selatan,18
4/8/2020,Kalimantan Selatan,22
4/9/2020,Kalimantan Selatan,20
4/10/2020,Kalimantan Selatan,27
4/11/2020,Kalimantan Selatan,27
4/12/2020,Kalimantan Selatan,32
4/13/2020,Kalimantan Selatan,32
4/14/2020,Kalimantan Selatan,29
4/15/2020,Kalimantan Selatan,40
4/16/2020,Kalimantan Selatan,47
4/17/2020,Kalimantan Selatan,62
4/18/2020,Kalimantan Selatan,80
4/19/2020,Kalimantan Selatan,84
4/20/2020,Kalimantan Selatan,81
4/21/2020,Kalimantan Selatan,83
4/22/2020,Kalimantan Selatan,92
4/23/2020,Kalimantan Selatan,99
4/24/2020,Kalimantan Selatan,116
4/25/2020,Kalimantan Selatan,130
4/26/2020,Kalimantan Selatan,130
4/27/2020,Kalimantan Selatan,134
4/28/2020,Kalimantan Selatan,128
4/29/2020,Kalimantan Selatan,128
4/30/2020,Kalimantan Selatan,141
5/1/2020,Kalimantan Selatan,147
5/2/2020,Kalimantan Selatan,146
5/3/2020,Kalimantan Selatan,162
5/4/2020,Kalimantan Selatan,165
5/5/2020,Kalimantan Selatan,179
5/6/2020,Kalimantan Selatan,192
5/7/2020,Kalimantan Selatan,205
5/8/2020,Kalimantan Selatan,213
5/9/2020,Kalimantan Selatan,220
5/10/2020,Kalimantan Selatan,230
5/11/2020,Kalimantan Selatan,230
5/12/2020,Kalimantan Selatan,244
5/13/2020,Kalimantan Selatan,258
5/14/2020,Kalimantan Selatan,261
5/15/2020,Kalimantan Selatan,330
5/16/2020,Kalimantan Selatan,337
5/17/2020,Kalimantan Selatan,263
5/18/2020,Kalimantan Selatan,321
5/19/2020,Kalimantan Selatan,364
5/20/2020,Kalimantan Selatan,419
5/21/2020,Kalimantan Selatan,427
5/22/2020,Kalimantan Selatan,438
5/23/2020,Kalimantan Selatan,455
5/24/2020,Kalimantan Selatan,463
5/25/2020,Kalimantan Selatan,461
5/26/2020,Kalimantan Selatan,487
5/27/2020,Kalimantan Selatan,552
5/28/2020,Kalimantan Selatan,668
5/29/2020,Kalimantan Selatan,739
5/30/2020,Kalimantan Selatan,719
5/31/2020,Kalimantan Selatan,740
6/1/2020,Kalimantan Selatan,763
6/2/2020,Kalimantan Selatan,783
6/3/2020,Kalimantan Selatan,842
6/4/2020,Kalimantan Selatan,948
6/5/2020,Kalimantan Selatan,1016
6/6/2020,Kalimantan Selatan,1047
6/7/2020,Kalimantan Selatan,1080
6/8/2020,Kalimantan Selatan,1130
6/9/2020,Kalimantan Selatan,1216
6/10/2020,Kalimantan Selatan,1329
6/11/2020,Kalimantan Selatan,1358
6/12/2020,Kalimantan Selatan,1399
6/13/2020,Kalimantan Selatan,1496
6/14/2020,Kalimantan Selatan,1531
6/15/2020,Kalimantan Selatan,1575
6/16/2020,Kalimantan Selatan,1734
6/17/2020,Kalimantan Selatan,1734
6/18/2020,Kalimantan Selatan,1829
6/19/2020,Kalimantan Selatan,1880
6/20/2020,Kalimantan Selatan,1935
6/21/2020,Kalimantan Selatan,2009
6/22/2020,Kalimantan Selatan,2088
6/23/2020,Kalimantan Selatan,2085
6/24/2020,Kalimantan Selatan,2159
6/25/2020,Kalimantan Selatan,2125
6/26/2020,Kalimantan Selatan,2148
6/27/2020,Kalimantan Selatan,2109
6/28/2020,Kalimantan Selatan,2098
6/29/2020,Kalimantan Selatan,2128
6/30/2020,Kalimantan Selatan,2193
7/1/2020,Kalimantan Selatan,2244
7/2/2020,Kalimantan Selatan,2307
7/3/2020,Kalimantan Selatan,2384
7/4/2020,Kalimantan Selatan,2412
7/5/2020,Kalimantan Selatan,2422
7/6/2020,Kalimantan Selatan,2469
7/7/2020,Kalimantan Selatan,2426
7/8/2020,Kalimantan Selatan,2486
7/9/2020,Kalimantan Selatan,2568
7/10/2020,Kalimantan Selatan,2575
7/11/2020,Kalimantan Selatan,2579
7/12/2020,Kalimantan Selatan,2544
7/13/2020,Kalimantan Selatan,2587
7/14/2020,Kalimantan Selatan,2691
7/15/2020,Kalimantan Selatan,2754
7/16/2020,Kalimantan Selatan,2816
7/17/2020,Kalimantan Selatan,2873
7/18/2020,Kalimantan Selatan,2885
7/19/2020,Kalimantan Selatan,2961
7/20/2020,Kalimantan Selatan,2909
7/21/2020,Kalimantan Selatan,2805
7/22/2020,Kalimantan Selatan,2799
7/23/2020,Kalimantan Selatan,2799
7/24/2020,Kalimantan Selatan,2617
7/25/2020,Kalimantan Selatan,2552
7/26/2020,Kalimantan Selatan,2535
7/27/2020,Kalimantan Selatan,2500
7/28/2020,Kalimantan Selatan,2433
7/29/2020,Kalimantan Selatan,2460
7/30/2020,Kalimantan Selatan,2382
7/31/2020,Kalimantan Selatan,2442
8/1/2020,Kalimantan Selatan,2416
8/2/2020,Kalimantan Selatan,2430
8/3/2020,Kalimantan Selatan,2384
8/4/2020,Kalimantan Selatan,2451
8/5/2020,Kalimantan Selatan,2408
8/6/2020,Kalimantan Selatan,2450
8/7/2020,Kalimantan Selatan,2383
8/8/2020,Kalimantan Selatan,2420
8/9/2020,Kalimantan Selatan,2379
8/10/2020,Kalimantan Selatan,2404
8/11/2020,Kalimantan Selatan,2392
8/12/2020,Kalimantan Selatan,2357
8/13/2020,Kalimantan Selatan,2372
8/14/2020,Kalimantan Selatan,2368
8/15/2020,Kalimantan Selatan,2391
8/16/2020,Kalimantan Selatan,2408
8/17/2020,Kalimantan Selatan,2366
8/18/2020,Kalimantan Selatan,2366
8/19/2020,Kalimantan Selatan,2311
8/20/2020,Kalimantan Selatan,2418
8/21/2020,Kalimantan Selatan,2213
8/22/2020,Kalimantan Selatan,2058
8/23/2020,Kalimantan Selatan,2061
8/24/2020,Kalimantan Selatan,2073
8/25/2020,Kalimantan Selatan,2085
8/26/2020,Kalimantan Selatan,1996
8/27/2020,Kalimantan Selatan,1849
8/28/2020,Kalimantan Selatan,1732
8/29/2020,Kalimantan Selatan,1691
8/30/2020,Kalimantan Selatan,1657
8/31/2020,Kalimantan Selatan,1646
9/1/2020,Kalimantan Selatan,1613
9/2/2020,Kalimantan Selatan,1563
9/3/2020,Kalimantan Selatan,1531
9/4/2020,Kalimantan Selatan,1543
9/5/2020,Kalimantan Selatan,1581
9/6/2020,Kalimantan Selatan,1588
9/7/2020,Kalimantan Selatan,1614
9/8/2020,Kalimantan Selatan,1641
9/9/2020,Kalimantan Selatan,1631
9/10/2020,Kalimantan Selatan,1564
9/11/2020,Kalimantan Selatan,1536
9/12/2020,Kalimantan Selatan,1544
9/13/2020,Kalimantan Selatan,1499
9/14/2020,Kalimantan Selatan,1560
9/15/2020,Kalimantan Selatan,1580
9/16/2020,Kalimantan Selatan,1532
9/17/2020,Kalimantan Selatan,1531
9/18/2020,Kalimantan Selatan,1355
9/19/2020,Kalimantan Selatan,1183
9/20/2020,Kalimantan Selatan,1206
9/21/2020,Kalimantan Selatan,1190
9/22/2020,Kalimantan Selatan,1235
9/23/2020,Kalimantan Selatan,1210
9/24/2020,Kalimantan Selatan,1190
9/25/2020,Kalimantan Selatan,1167
9/26/2020,Kalimantan Selatan,1190
9/27/2020,Kalimantan Selatan,1191
9/28/2020,Kalimantan Selatan,1138
9/29/2020,Kalimantan Selatan,1124
9/30/2020,Kalimantan Selatan,1143
10/1/2020,Kalimantan Selatan,1125
10/2/2020,Kalimantan Selatan,1134
10/3/2020,Kalimantan Selatan,1144
10/4/2020,Kalimantan Selatan,1102
10/5/2020,Kalimantan Selatan,1114
10/6/2020,Kalimantan Selatan,1076
10/7/2020,Kalimantan Selatan,1047
10/8/2020,Kalimantan Selatan,1015
10/9/2020,Kalimantan Selatan,953
10/10/2020,Kalimantan Selatan,983
10/11/2020,Kalimantan Selatan,979
10/12/2020,Kalimantan Selatan,959
10/13/2020,Kalimantan Selatan,925
10/14/2020,Kalimantan Selatan,924
10/15/2020,Kalimantan Selatan,940
10/16/2020,Kalimantan Selatan,962
10/17/2020,Kalimantan Selatan,965
10/18/2020,Kalimantan Selatan,944
10/19/2020,Kalimantan Selatan,916
10/20/2020,Kalimantan Selatan,914
10/21/2020,Kalimantan Selatan,896
10/22/2020,Kalimantan Selatan,878
10/23/2020,Kalimantan Selatan,843
10/24/2020,Kalimantan Selatan,788
10/25/2020,Kalimantan Selatan,752
10/26/2020,Kalimantan Selatan,695
10/27/2020,Kalimantan Selatan,672
10/28/2020,Kalimantan Selatan,660
10/29/2020,Kalimantan Selatan,647
10/30/2020,Kalimantan Selatan,631
10/31/2020,Kalimantan Selatan,598
11/1/2020,Kalimantan Selatan,546
11/2/2020,Kalimantan Selatan,533
11/3/2020,Kalimantan Selatan,494
11/4/2020,Kalimantan Selatan,467
11/5/2020,Kalimantan Selatan,532
11/6/2020,Kalimantan Selatan,555
11/7/2020,Kalimantan Selatan,587
11/8/2020,Kalimantan Selatan,614
11/9/2020,Kalimantan Selatan,616
11/10/2020,Kalimantan Selatan,631
11/11/2020,Kalimantan Selatan,641
11/12/2020,Kalimantan Selatan,661
11/13/2020,Kalimantan Selatan,666
11/14/2020,Kalimantan Selatan,625
11/15/2020,Kalimantan Selatan,681
11/16/2020,Kalimantan Selatan,637
11/17/2020,Kalimantan Selatan,617
11/18/2020,Kalimantan Selatan,698
11/19/2020,Kalimantan Selatan,516
11/20/2020,Kalimantan Selatan,537
11/21/2020,Kalimantan Selatan,597
11/22/2020,Kalimantan Selatan,639
11/23/2020,Kalimantan Selatan,637
11/24/2020,Kalimantan Selatan,641
11/25/2020,Kalimantan Selatan,663
11/26/2020,Kalimantan Selatan,666
11/27/2020,Kalimantan Selatan,656
11/28/2020,Kalimantan Selatan,711
11/29/2020,Kalimantan Selatan,712
11/30/2020,Kalimantan Selatan,710
12/1/2020,Kalimantan Selatan,746
12/2/2020,Kalimantan Selatan,714
12/3/2020,Kalimantan Selatan,735
12/4/2020,Kalimantan Selatan,758
12/5/2020,Kalimantan Selatan,759
12/6/2020,Kalimantan Selatan,788
12/7/2020,Kalimantan Selatan,793
12/8/2020,Kalimantan Selatan,832
12/9/2020,Kalimantan Selatan,870
12/10/2020,Kalimantan Selatan,879
12/11/2020,Kalimantan Selatan,905
12/12/2020,Kalimantan Selatan,928
12/13/2020,Kalimantan Selatan,899
12/14/2020,Kalimantan Selatan,885
12/15/2020,Kalimantan Selatan,861
12/16/2020,Kalimantan Selatan,833
12/17/2020,Kalimantan Selatan,834
12/18/2020,Kalimantan Selatan,831
12/19/2020,Kalimantan Selatan,813
12/20/2020,Kalimantan Selatan,858
12/21/2020,Kalimantan Selatan,873
12/22/2020,Kalimantan Selatan,884
12/23/2020,Kalimantan Selatan,933
12/24/2020,Kalimantan Selatan,993
12/25/2020,Kalimantan Selatan,995
12/26/2020,Kalimantan Selatan,982
12/27/2020,Kalimantan Selatan,995
12/28/2020,Kalimantan Selatan,922
12/29/2020,Kalimantan Selatan,933
12/30/2020,Kalimantan Selatan,884
12/31/2020,Kalimantan Selatan,912
1/1/2021,Kalimantan Selatan,941
1/2/2021,Kalimantan Selatan,919
1/3/2021,Kalimantan Selatan,909
1/4/2021,Kalimantan Selatan,858
1/5/2021,Kalimantan Selatan,878
1/6/2021,Kalimantan Selatan,910
1/7/2021,Kalimantan Selatan,952
1/8/2021,Kalimantan Selatan,994
1/9/2021,Kalimantan Selatan,1028
1/10/2021,Kalimantan Selatan,1103
1/11/2021,Kalimantan Selatan,1156
1/12/2021,Kalimantan Selatan,1098
1/13/2021,Kalimantan Selatan,1128
1/14/2021,Kalimantan Selatan,1152
1/15/2021,Kalimantan Selatan,1180
1/16/2021,Kalimantan Selatan,1210
1/17/2021,Kalimantan Selatan,1250
1/18/2021,Kalimantan Selatan,1186
1/19/2021,Kalimantan Selatan,1212
1/20/2021,Kalimantan Selatan,1197
1/21/2021,Kalimantan Selatan,1229
1/22/2021,Kalimantan Selatan,1234
1/23/2021,Kalimantan Selatan,1269
1/24/2021,Kalimantan Selatan,1293
1/25/2021,Kalimantan Selatan,1284
1/26/2021,Kalimantan Selatan,1305
1/27/2021,Kalimantan Selatan,1263
1/28/2021,Kalimantan Selatan,1315
1/29/2021,Kalimantan Selatan,1332
1/30/2021,Kalimantan Selatan,1419
1/31/2021,Kalimantan Selatan,1452
2/1/2021,Kalimantan Selatan,1465
2/2/2021,Kalimantan Selatan,1486
2/3/2021,Kalimantan Selatan,1492
2/4/2021,Kalimantan Selatan,1492
2/5/2021,Kalimantan Selatan,1572
2/6/2021,Kalimantan Selatan,1552
2/7/2021,Kalimantan Selatan,1616
2/8/2021,Kalimantan Selatan,1656
2/9/2021,Kalimantan Selatan,1587
2/10/2021,Kalimantan Selatan,1531
2/11/2021,Kalimantan Selatan,1568
2/12/2021,Kalimantan Selatan,1636
2/13/2021,Kalimantan Selatan,1626
2/14/2021,Kalimantan Selatan,1656
2/15/2021,Kalimantan Selatan,1722
2/16/2021,Kalimantan Selatan,1722
2/17/2021,Kalimantan Selatan,1761
2/18/2021,Kalimantan Selatan,1825
2/19/2021,Kalimantan Selatan,1722
2/20/2021,Kalimantan Selatan,1653
2/21/2021,Kalimantan Selatan,1630
2/22/2021,Kalimantan Selatan,1608
2/23/2021,Kalimantan Selatan,1595
2/24/2021,Kalimantan Selatan,1617
2/25/2021,Kalimantan Selatan,1577
2/26/2021,Kalimantan Selatan,1652
2/27/2021,Kalimantan Selatan,1710
2/28/2021,Kalimantan Selatan,1763
3/1/2021,Kalimantan Selatan,1837
3/2/2021,Kalimantan Selatan,1917
3/3/2021,Kalimantan Selatan,2020
3/4/2021,Kalimantan Selatan,2093
3/5/2021,Kalimantan Selatan,2063
3/6/2021,Kalimantan Selatan,2049
3/7/2021,Kalimantan Selatan,2138
3/8/2021,Kalimantan Selatan,2075
3/9/2021,Kalimantan Selatan,2123
3/10/2021,Kalimantan Selatan,2062
3/11/2021,Kalimantan Selatan,2151
3/12/2021,Kalimantan Selatan,2274
3/13/2021,Kalimantan Selatan,2297
3/14/2021,Kalimantan Selatan,2241
3/15/2021,Kalimantan Selatan,2180
3/16/2021,Kalimantan Selatan,2193
3/17/2021,Kalimantan Selatan,2210
3/18/2021,Kalimantan Selatan,2205
3/19/2021,Kalimantan Selatan,2222
3/20/2021,Kalimantan Selatan,2249
3/21/2021,Kalimantan Selatan,2257
3/22/2021,Kalimantan Selatan,2378
3/23/2021,Kalimantan Selatan,2388
3/24/2021,Kalimantan Selatan,2324
3/25/2021,Kalimantan Selatan,2442
3/26/2021,Kalimantan Selatan,2496
3/27/2021,Kalimantan Selatan,2601
3/28/2021,Kalimantan Selatan,2650
3/29/2021,Kalimantan Selatan,2704
3/30/2021,Kalimantan Selatan,2823
3/31/2021,Kalimantan Selatan,2874
4/1/2021,Kalimantan Selatan,2871
4/2/2021,Kalimantan Selatan,3034
4/3/2021,Kalimantan Selatan,3077
4/4/2021,Kalimantan Selatan,3025
4/5/2021,Kalimantan Selatan,3055
4/6/2021,Kalimantan Selatan,2973
4/7/2021,Kalimantan Selatan,2994
4/8/2021,Kalimantan Selatan,2792
4/9/2021,Kalimantan Selatan,2895
4/10/2021,Kalimantan Selatan,2923
4/11/2021,Kalimantan Selatan,2874
4/12/2021,Kalimantan Selatan,2768
4/13/2021,Kalimantan Selatan,2783
4/14/2021,Kalimantan Selatan,2797
4/15/2021,Kalimantan Selatan,2862
4/16/2021,Kalimantan Selatan,2795
4/17/2021,Kalimantan Selatan,2661
4/18/2021,Kalimantan Selatan,2703
4/19/2021,Kalimantan Selatan,2618
4/20/2021,Kalimantan Selatan,2621
4/21/2021,Kalimantan Selatan,2430
4/22/2021,Kalimantan Selatan,2421
4/23/2021,Kalimantan Selatan,2282
4/24/2021,Kalimantan Selatan,2397
4/25/2021,Kalimantan Selatan,2395
4/26/2021,Kalimantan Selatan,2194
4/27/2021,Kalimantan Selatan,2157
