Tanggal,Prov,Provinsi,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
2/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.48,0.273
2/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.749,0.269
2/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,1.023,0.274
2/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,1.508,0.485
2/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,1.845,0.337
2/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,2.473,0.628
2/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,2.486,0.013
2/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,2.864,0.378
2/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,3.129,0.265
2/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,3.333,0.204
2/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,3.89,0.557
2/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,3.998,0.108
2/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,4.695,0.697
2/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,4.71,0.015
2/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,5.56,0.85
2/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,6.376,0.816
2/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,7.076,0.7
2/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,7.481,0.405
2/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,7.732,0.251
2/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,7.87,0.138
2/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.083,0.213
2/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.329,0.246
2/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.484,0.155
2/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.635,0.151
2/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.666,0.031
2/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.781,0.115
2/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.784,0.003
3/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,8.97,0.186
3/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.11,0.14
3/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.241,0.131
3/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.35,0.109
3/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.476,0.126
3/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.569,0.093
3/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.57,0.001
3/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.649,0.079
3/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.725,0.076
3/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.792,0.067
3/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.805,0.013
3/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.868,0.063
3/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,9.925,0.057
3/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,10.364,0.439
3/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,11.076,0.712
3/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,12.609,1.533
3/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,14.675,2.066
3/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,16.08,1.405
3/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,16.395,0.315
3/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,16.395,0
3/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,17.703,1.308
3/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,19.107,1.404
3/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,19.925,0.818
3/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,20.062,0.137
3/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,20.712,0.65
3/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,21.238,0.526
3/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,22.29,1.052
3/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,23.37,1.08
3/31/2021,Bangka Belitung,Kepulauan Bangka Belitung,24.092,0.722
4/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,24.77,0.678
4/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,24.825,0.055
4/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,25.468,0.643
4/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,25.469,0.001
4/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,26.67,1.201
4/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,28.006,1.336
4/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,28.768,0.762
4/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,29.379,0.611
4/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,29.85,0.471
4/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,30.509,0.659
4/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,31.932,1.423
4/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,32.534,0.602
4/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,33.147,0.613
4/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,33.632,0.485
4/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,34.074,0.442
4/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,34.473,0.399
4/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,35.655,1.182
4/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,37.066,1.411
4/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,38.009,0.943
4/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,38.644,0.635
4/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,39.224,0.58
4/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,39.507,0.283
4/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,40,0.493
4/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,40.389,0.389
4/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,40.933,0.544
4/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,41.571,0.638
4/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,41.867,0.296
5/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,41.9,0.033
5/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,41.9,0
5/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,43.328,1.428
5/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,44.431,1.103
5/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,44.749,0.318
5/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,45.18,0.431
5/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,45.355,0.175
5/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,45.889,0.534
5/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,46.823,0.934
5/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,47.295,0.472
5/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,47.384,0.089
5/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,47.39,0.006
5/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,47.393,0.003
5/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,47.396,0.003
5/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,47.398,0.002
5/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,48.296,0.898
5/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,48.848,0.552
5/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,49.624,0.776
5/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,51.462,1.838
5/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,52.341,0.879
5/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,53.296,0.955
5/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,53.989,0.693
5/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,54.78,0.791
5/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,54.781,0.001
5/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,55.496,0.715
5/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,56.527,1.031
5/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,56.717,0.19
5/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,56.718,0.001
5/31/2021,Bangka Belitung,Kepulauan Bangka Belitung,57.441,0.723
6/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,57.442,0.001
6/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,59.209,1.767
6/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,59.962,0.753
6/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,60.555,0.593
6/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,61.092,0.537
6/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,61.092,0
6/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,61.988,0.896
6/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,62.533,0.545
6/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,62.845,0.312
6/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,63.389,0.544
6/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,63.555,0.166
6/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,63.702,0.147
6/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,64.108,0.406
6/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,64.495,0.387
6/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,64.812,0.317
6/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,65.498,0.686
6/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,65.699,0.201
6/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,66.04,0.341
6/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,66.041,0.001
6/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,67.809,1.768
6/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,68.745,0.936
6/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,69.417,0.672
6/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,70.305,0.888
6/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,71.331,1.026
6/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,72.219,0.888
6/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,72.233,0.014
6/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,73.855,1.622
6/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,74.305,0.45
6/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,75.215,0.91
7/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,76.244,1.029
7/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,76.667,0.423
7/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,77.311,0.644
7/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,77.312,0.001
7/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,78.746,1.434
7/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,80.125,1.379
7/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,82.653,2.528
7/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,84.595,1.942
7/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,85.312,0.717
7/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,86.028,0.716
7/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,86.038,0.01
7/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,87.861,1.823
7/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,89.04,1.179
7/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,90.155,1.115
7/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,92.321,2.166
7/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,93.17,0.849
7/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,94.572,1.402
7/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,94.58,0.008
7/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,95.366,0.786
7/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,95.39,0.024
7/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,96.407,1.017
7/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,99.457,3.05
7/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,101.841,2.384
7/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,107.494,5.653
7/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,107.524,0.03
7/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,112.345,4.821
7/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,118.234,5.889
7/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,122.432,4.198
7/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,125.825,3.393
7/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,128.126,2.301
7/31/2021,Bangka Belitung,Kepulauan Bangka Belitung,129.226,1.1
8/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,129.24,0.014
8/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,130.21,0.97
8/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,133.764,3.554
8/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,136.773,3.009
8/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,139.858,3.085
8/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,143.568,3.71
8/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,147.362,3.794
8/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,147.404,0.042
8/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,151.003,3.599
8/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,153.275,2.272
8/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,153.553,0.278
8/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,155.95,2.397
8/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,157.838,1.888
8/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,160.366,2.528
8/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,160.389,0.023
8/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,161.731,1.342
8/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,161.78,0.049
8/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,163.296,1.516
8/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,166.017,2.721
8/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,168.226,2.209
8/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,170.623,2.397
8/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,170.656,0.033
8/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,173.536,2.88
8/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,175.303,1.767
8/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,176.947,1.644
8/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,179.29,2.343
8/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,180.314,1.024
8/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,181.545,1.231
8/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,181.564,0.019
8/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,183.333,1.769
8/31/2021,Bangka Belitung,Kepulauan Bangka Belitung,184.728,1.395
9/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,186.659,1.931
9/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,189.421,2.762
9/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,190.977,1.556
9/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,193.269,2.292
9/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,193.417,0.148
9/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,196.57,3.153
9/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,199.216,2.646
9/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,200.23,1.014
9/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,203.76,3.53
9/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,206.438,2.678
9/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,208.486,2.048
9/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,208.614,0.128
9/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,211.424,2.81
9/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,212.958,1.534
9/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,216.114,3.156
9/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,219.707,3.593
9/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,222.666,2.959
9/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,226.692,4.026
9/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,226.866,0.174
9/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,230.763,3.897
9/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,235.311,4.548
9/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,239.057,3.746
9/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,243.673,4.616
9/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,246.068,2.395
9/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,249.268,3.2
9/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,249.548,0.28
9/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,253.233,3.685
9/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,257.98,4.747
9/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,262.57,4.59
9/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,269.08,6.51
10/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,272.696,3.616
10/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,278.729,6.033
10/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,279.387,0.658
10/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,286.01,6.623
10/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,293.159,7.149
10/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,300.716,7.557
10/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,309.911,9.195
10/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,317.086,7.175
10/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,329.029,11.943
10/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,329.574,0.545
10/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,339.109,9.535
10/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,345.822,6.713
10/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,353.195,7.373
10/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,362.523,9.328
10/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,372.417,9.894
10/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,381.357,8.94
10/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,382.295,0.938
10/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,390.742,8.447
10/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,397.73,6.988
10/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,399.07,1.34
10/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,411.173,12.103
10/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,421.752,10.579
10/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,430.615,8.863
10/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,431.058,0.443
10/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,439.622,8.564
10/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,445.889,6.267
10/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,456.613,10.724
10/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,465.865,9.252
10/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,475.718,9.853
10/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,481.463,5.745
10/31/2021,Bangka Belitung,Kepulauan Bangka Belitung,482.316,0.853
11/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,486.859,4.543
11/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,493.189,6.33
11/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,500.266,7.077
11/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,506.41,6.144
11/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,515.303,8.893
11/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,521.059,5.756
11/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,521.722,0.663
11/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,527.382,5.66
11/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,532.546,5.164
11/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,535.881,3.335
11/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,539.887,4.006
11/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,543.749,3.862
11/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,546.353,2.604
11/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,547.129,0.776
11/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,550.367,3.238
11/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,553.729,3.362
11/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,557.407,3.678
11/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,562.374,4.967
11/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,566.539,4.165
11/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,570.924,4.385
11/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,571.066,0.142
11/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,574.373,3.307
11/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,578.391,4.018
11/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,582.53,4.139
11/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,585.945,3.415
11/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,589.619,3.674
11/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,593.281,3.662
11/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,593.528,0.247
11/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,597.271,3.743
11/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,600.463,3.192
12/1/2021,Bangka Belitung,Kepulauan Bangka Belitung,603.273,2.81
12/2/2021,Bangka Belitung,Kepulauan Bangka Belitung,606.184,2.911
12/3/2021,Bangka Belitung,Kepulauan Bangka Belitung,608.893,2.709
12/4/2021,Bangka Belitung,Kepulauan Bangka Belitung,611.541,2.648
12/5/2021,Bangka Belitung,Kepulauan Bangka Belitung,611.773,0.232
12/6/2021,Bangka Belitung,Kepulauan Bangka Belitung,614.581,2.808
12/7/2021,Bangka Belitung,Kepulauan Bangka Belitung,616.551,1.97
12/8/2021,Bangka Belitung,Kepulauan Bangka Belitung,619.085,2.534
12/9/2021,Bangka Belitung,Kepulauan Bangka Belitung,621.923,2.838
12/10/2021,Bangka Belitung,Kepulauan Bangka Belitung,624.544,2.621
12/11/2021,Bangka Belitung,Kepulauan Bangka Belitung,626.822,2.278
12/12/2021,Bangka Belitung,Kepulauan Bangka Belitung,627.123,0.301
12/13/2021,Bangka Belitung,Kepulauan Bangka Belitung,629.69,2.567
12/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,632.035,2.345
12/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,634.412,2.377
12/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,637.348,2.936
12/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,640.572,3.224
12/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,643.23,2.658
12/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,643.516,0.286
12/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,646.867,3.351
12/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,649.96,3.093
12/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,653.221,3.261
12/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,656.128,2.907
12/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,659.525,3.397
12/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,659.958,0.433
12/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,660.231,0.273
12/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,663.203,2.972
1/14/2021,Kalimantan Utara,Kalimantan Utara,0,0
1/15/2021,Kalimantan Utara,Kalimantan Utara,0,0
1/16/2021,Kalimantan Utara,Kalimantan Utara,0,0
1/18/2021,Kalimantan Utara,Kalimantan Utara,0,0
1/19/2021,Kalimantan Utara,Kalimantan Utara,0,0
1/20/2021,Kalimantan Utara,Kalimantan Utara,0,0
1/21/2021,Kalimantan Utara,Kalimantan Utara,0,0
1/22/2021,Kalimantan Utara,Kalimantan Utara,0.003,0.003
1/23/2021,Kalimantan Utara,Kalimantan Utara,0.003,0
1/25/2021,Kalimantan Utara,Kalimantan Utara,0.004,0.001
1/26/2021,Kalimantan Utara,Kalimantan Utara,0.004,0
1/27/2021,Kalimantan Utara,Kalimantan Utara,0.004,0
1/28/2021,Kalimantan Utara,Kalimantan Utara,0.087,0.083
1/29/2021,Kalimantan Utara,Kalimantan Utara,0.173,0.086
1/30/2021,Kalimantan Utara,Kalimantan Utara,0.278,0.105
2/1/2021,Kalimantan Utara,Kalimantan Utara,0.525,0.247
2/2/2021,Kalimantan Utara,Kalimantan Utara,0.734,0.209
2/3/2021,Kalimantan Utara,Kalimantan Utara,0.915,0.181
2/4/2021,Kalimantan Utara,Kalimantan Utara,1.12,0.205
2/5/2021,Kalimantan Utara,Kalimantan Utara,1.238,0.118
2/6/2021,Kalimantan Utara,Kalimantan Utara,1.275,0.037
2/7/2021,Kalimantan Utara,Kalimantan Utara,1.275,0
2/8/2021,Kalimantan Utara,Kalimantan Utara,1.37,0.095
2/9/2021,Kalimantan Utara,Kalimantan Utara,1.459,0.089
2/10/2021,Kalimantan Utara,Kalimantan Utara,1.529,0.07
2/11/2021,Kalimantan Utara,Kalimantan Utara,1.662,0.133
2/12/2021,Kalimantan Utara,Kalimantan Utara,1.709,0.047
2/13/2021,Kalimantan Utara,Kalimantan Utara,1.78,0.071
2/15/2021,Kalimantan Utara,Kalimantan Utara,1.854,0.074
2/16/2021,Kalimantan Utara,Kalimantan Utara,1.927,0.073
2/17/2021,Kalimantan Utara,Kalimantan Utara,2.397,0.47
2/18/2021,Kalimantan Utara,Kalimantan Utara,2.927,0.53
2/19/2021,Kalimantan Utara,Kalimantan Utara,3.249,0.322
2/20/2021,Kalimantan Utara,Kalimantan Utara,3.465,0.216
2/21/2021,Kalimantan Utara,Kalimantan Utara,3.465,0
2/22/2021,Kalimantan Utara,Kalimantan Utara,3.641,0.176
2/23/2021,Kalimantan Utara,Kalimantan Utara,3.964,0.323
2/24/2021,Kalimantan Utara,Kalimantan Utara,4.211,0.247
2/25/2021,Kalimantan Utara,Kalimantan Utara,4.4,0.189
2/26/2021,Kalimantan Utara,Kalimantan Utara,4.443,0.043
2/27/2021,Kalimantan Utara,Kalimantan Utara,4.605,0.162
2/28/2021,Kalimantan Utara,Kalimantan Utara,4.607,0.002
